OT,MT,DEP,SC,LAT,LON,SPOT
2021-07-25,2.4,6.0,2.0,35.53,137.37,長野?南部
2021-07-24,3.6,4.0,2.0,37.02,139.16,福島??津
2021-07-23,3.6,53.0,2.0,36.26,140.39,茨城?沖
2021-07-20,4.2,34.0,2.0,28.06,129.31,奄美大島近海
2021-07-20,3.3,8.0,2.0,30.4,130.52,種子島近海
2021-07-18,3.6,3.0,2.0,36.12,137.4,長野?中部
2021-07-18,3.7,40.0,2.0,33.56,134.37,?島?南部
2021-07-18,2.7,5.0,2.0,37.03,139.16,福島??津
2021-07-18,4.6,4.0,3.0,37.03,139.16,福島??津
2021-07-18,4.7,4.0,3.0,37.02,139.16,福島??津
2021-07-18,4.4,45.0,3.0,33.58,133.55,?島?北部
2021-07-17,5.1,76.0,4.0,33.38,131.51,伊予灘
2021-07-17,4.3,3.0,3.0,36.19,137.36,岐阜?飛?地方
2021-07-16,4.5,10.0,2.0,33.14,139.27,八丈島近海
2021-07-16,4.0,17.0,2.0,33.13,139.27,八丈島近海
2021-07-16,4.3,10.0,2.0,33.13,139.27,八丈島近海
2021-07-16,5.4,16.0,4.0,33.16,139.28,八丈島近海
2021-07-13,2.5,14.0,2.0,29.14,129.14,トカラ列島近海
2021-07-13,3.3,11.0,2.0,32.39,130.41,熊本?熊本地方
2021-07-13,2.7,9.0,2.0,33.27,131.0,大分?北部
2021-07-12,3.2,14.0,2.0,34.58,134.49,兵庫?南東部
2021-07-11,3.3,14.0,2.0,37.3,137.14,石川?能登地方
2021-07-11,4.7,10.0,2.0,28.07,128.05,奄美大島北西沖
2021-07-11,3.9,13.0,4.0,37.3,137.16,石川?能登地方
2021-07-08,3.9,43.0,2.0,34.04,132.54,安芸灘
2021-07-08,4.3,50.0,3.0,33.42,132.16,伊予灘
2021-07-06,4.7,7.0,2.0,28.08,128.05,奄美大島北西沖
2021-07-06,4.4,17.0,2.0,28.08,128.05,奄美大島北西沖
2021-07-05,4.3,14.0,2.0,28.07,128.05,奄美大島北西沖
2021-07-05,2.5,6.0,2.0,36.03,137.35,岐阜?飛?地方
2021-07-04,4.4,14.0,2.0,28.08,128.03,奄美大島北西沖
2021-07-04,4.2,49.0,3.0,36.38,140.56,茨城?沖
2021-07-04,3.2,13.0,2.0,32.45,129.44,五島列島近海
2021-07-03,4.1,12.0,2.0,35.46,140.54,千葉?東方沖
2021-06-30,4.5,130.0,2.0,39.31,140.27,秋田??陸南部
2021-06-30,4.2,10.0,2.0,35.45,140.52,千葉?東方沖
2021-06-29,4.7,41.0,3.0,31.43,131.49,日向灘
2021-06-26,2.9,11.0,2.0,32.46,130.4,熊本?熊本地方
2021-06-26,4.1,14.0,3.0,37.3,137.14,石川?能登地方
2021-06-26,4.0,13.0,3.0,32.3,130.34,熊本?熊本地方
2021-06-25,3.2,45.0,2.0,35.15,140.33,千葉?東方沖
2021-06-22,2.9,6.0,2.0,34.15,135.25,和歌山?北部
2021-06-20,3.5,12.0,2.0,35.24,138.59,?岡?東部
2021-06-19,4.7,42.0,4.0,33.27,132.3,愛媛?南予
2021-06-17,3.6,15.0,2.0,35.31,139.01,山梨?東部?富士五湖
2021-06-14,4.3,8.0,2.0,36.48,140.35,茨城?北部
2021-06-14,3.3,7.0,2.0,36.54,140.3,福島?中通り
2021-06-13,4.1,48.0,2.0,27.26,128.34,沖?本島近海
2021-06-09,4.4,132.0,2.0,35.33,139.35,神奈川?東部
2021-06-08,3.9,11.0,4.0,32.39,130.41,熊本?熊本地方
2021-06-07,5.1,93.0,3.0,34.34,140.13,千葉?南東沖
2021-06-04,3.3,4.0,2.0,36.1,137.39,長野?中部
2021-06-03,4.1,15.0,3.0,37.14,137.09,富山?
2021-05-30,3.3,28.0,2.0,35.5,139.56,千葉?北西部
2021-05-30,3.1,12.0,2.0,37.27,137.11,石川?能登地方
2021-05-26,3.5,58.0,2.0,36.28,140.31,茨城?北部
2021-05-26,3.9,51.0,3.0,33.55,135.24,和歌山?南部
2021-05-24,4.6,57.0,2.0,25.38,126.58,沖?本島近海
2021-05-24,4.3,62.0,3.0,35.56,140.07,茨城?南部
2021-05-22,3.7,22.0,2.0,29.2,129.25,トカラ列島近海
2021-05-21,4.2,9.0,3.0,37.03,139.5,?木?北部
2021-05-21,2.8,9.0,2.0,29.18,129.08,トカラ列島近海
2021-05-21,3.2,11.0,2.0,29.16,129.09,トカラ列島近海
2021-05-17,3.2,19.0,2.0,35.14,140.19,千葉?南部
2021-05-16,3.7,19.0,3.0,35.3,140.24,千葉?北東部
2021-05-16,3.4,44.0,2.0,36.03,139.56,茨城?南部
2021-05-16,3.4,5.0,3.0,36.03,137.35,岐阜?飛?地方
2021-05-14,4.1,72.0,2.0,35.39,139.38,東京都２３?
2021-05-14,3.5,25.0,2.0,32.19,131.53,日向灘
2021-05-11,3.6,12.0,2.0,34.5,135.36,大阪府北部
2021-05-10,2.0,7.0,2.0,36.13,138.49,群馬?南部
2021-05-10,2.3,6.0,2.0,34.21,139.14,新島?神津島近海
2021-05-10,2.5,7.0,2.0,34.21,139.13,新島?神津島近海
2021-05-07,2.7,10.0,2.0,36.06,136.19,福井?嶺北
2021-05-06,3.1,10.0,2.0,34.11,135.04,紀伊水道
2021-05-06,3.8,44.0,2.0,33.53,134.52,紀伊水道
2021-05-06,4.0,14.0,4.0,32.41,130.42,熊本?熊本地方
2021-05-03,2.7,6.0,2.0,36.15,136.54,岐阜?飛?地方
2021-05-03,5.7,192.0,2.0,25.36,123.51,石垣島北西沖
2021-05-01,4.3,144.0,2.0,39.21,140.42,岩手??陸南部
2021-04-30,3.1,10.0,3.0,34.47,139.14,伊豆大島近海
2021-04-29,3.2,7.0,2.0,35.0,132.56,?島?北部
2021-04-27,2.8,11.0,2.0,34.47,139.15,伊豆大島近海
2021-04-27,2.7,9.0,2.0,34.47,139.14,伊豆大島近海
2021-04-24,2.9,4.0,2.0,36.39,137.52,長野?北部
2021-04-24,3.3,20.0,3.0,35.15,138.25,山梨?中?西部
2021-04-24,3.5,9.0,2.0,29.15,129.24,トカラ列島近海
2021-04-23,4.4,34.0,2.0,30.33,131.24,種子島近海
2021-04-23,3.7,19.0,2.0,24.52,125.21,宮古島近海
2021-04-23,3.5,38.0,2.0,35.19,138.06,?岡?中部
2021-04-21,3.1,9.0,2.0,34.47,139.14,伊豆大島近海
2021-04-21,3.3,10.0,2.0,34.47,139.14,伊豆大島近海
2021-04-21,4.3,11.0,3.0,34.47,139.14,伊豆大島近海
2021-04-21,3.1,14.0,2.0,34.47,139.15,伊豆大島近海
2021-04-21,3.1,14.0,3.0,34.48,139.15,伊豆大島近海
2021-04-21,4.1,16.0,4.0,29.22,129.28,トカラ列島近海
2021-04-21,3.1,12.0,2.0,34.58,135.32,京都府南部
2021-04-21,4.6,165.0,2.0,36.18,138.36,長野?中部
2021-04-20,3.0,11.0,3.0,29.19,129.32,トカラ列島近海
2021-04-20,3.1,8.0,2.0,34.59,135.37,京都府南部
2021-04-19,3.3,38.0,2.0,35.03,137.17,愛知?西部
2021-04-19,3.3,10.0,2.0,29.19,129.27,トカラ列島近海
2021-04-18,3.2,9.0,2.0,36.53,139.48,?木?北部
2021-04-18,2.8,15.0,2.0,29.19,129.26,トカラ列島近海
2021-04-18,3.1,14.0,2.0,29.19,129.27,トカラ列島近海
2021-04-18,3.6,7.0,4.0,35.0,132.56,?島?北部
2021-04-16,2.9,2.0,2.0,36.3,137.45,長野?北部
2021-04-16,4.0,31.0,2.0,32.44,132.27,日向灘
2021-04-16,2.4,16.0,2.0,29.19,129.25,トカラ列島近海
2021-04-16,3.9,10.0,3.0,39.51,139.44,秋田?沖
2021-04-16,4.4,18.0,3.0,42.18,140.33,?浦?
2021-04-16,3.9,10.0,3.0,39.51,139.44,秋田?沖
2021-04-15,3.3,16.0,2.0,29.19,129.26,トカラ列島近海
2021-04-15,2.8,2.0,2.0,36.3,137.45,長野?北部
2021-04-15,2.5,1.0,2.0,36.3,137.45,長野?北部
2021-04-14,3.7,12.0,3.0,29.19,129.26,トカラ列島近海
2021-04-14,2.8,7.0,2.0,29.14,129.12,トカラ列島近海
2021-04-13,3.6,17.0,3.0,29.2,129.26,トカラ列島近海
2021-04-13,3.6,2.0,3.0,36.3,137.45,長野?北部
2021-04-13,3.2,17.0,2.0,33.46,135.26,和歌山?南部
2021-04-13,4.2,18.0,3.0,33.46,135.26,和歌山?南部
2021-04-13,2.7,6.0,2.0,34.03,135.07,紀伊水道
2021-04-13,3.5,16.0,2.0,29.17,129.19,トカラ列島近海
2021-04-13,3.5,17.0,3.0,29.17,129.18,トカラ列島近海
2021-04-12,5.3,14.0,4.0,29.18,129.2,トカラ列島近海
2021-04-12,3.7,15.0,2.0,29.16,129.19,トカラ列島近海
2021-04-12,2.8,17.0,2.0,29.17,129.21,トカラ列島近海
2021-04-12,3.1,16.0,2.0,29.18,129.21,トカラ列島近海
2021-04-12,2.9,15.0,2.0,29.18,129.28,トカラ列島近海
2021-04-12,3.6,20.0,2.0,29.18,129.19,トカラ列島近海
2021-04-12,4.0,20.0,3.0,29.19,129.25,トカラ列島近海
2021-04-12,3.6,70.0,2.0,36.08,139.59,茨城?南部
2021-04-12,3.1,20.0,2.0,29.2,129.15,トカラ列島近海
2021-04-12,3.2,21.0,2.0,29.19,129.23,トカラ列島近海
2021-04-12,2.7,14.0,2.0,29.14,129.22,トカラ列島近海
2021-04-12,3.5,13.0,2.0,35.44,136.05,若??
2021-04-11,2.9,16.0,2.0,29.19,129.24,トカラ列島近海
2021-04-11,3.3,18.0,2.0,29.19,129.24,トカラ列島近海
2021-04-11,3.4,18.0,2.0,29.18,129.19,トカラ列島近海
2021-04-11,4.5,17.0,3.0,29.17,129.19,トカラ列島近海
2021-04-11,3.9,18.0,4.0,29.18,129.19,トカラ列島近海
2021-04-11,3.7,19.0,2.0,29.18,129.17,トカラ列島近海
2021-04-11,3.6,17.0,3.0,29.17,129.19,トカラ列島近海
2021-04-11,3.6,16.0,2.0,29.17,129.18,トカラ列島近海
2021-04-11,3.2,19.0,2.0,29.17,129.19,トカラ列島近海
2021-04-11,3.6,15.0,3.0,29.19,129.22,トカラ列島近海
2021-04-11,3.3,15.0,2.0,29.17,129.29,トカラ列島近海
2021-04-11,3.5,21.0,2.0,29.19,129.25,トカラ列島近海
2021-04-11,3.5,22.0,2.0,29.19,129.25,トカラ列島近海
2021-04-11,3.0,18.0,2.0,29.17,129.18,トカラ列島近海
2021-04-11,2.9,16.0,2.0,29.17,129.19,トカラ列島近海
2021-04-11,4.4,20.0,3.0,29.17,129.17,トカラ列島近海
2021-04-11,3.3,14.0,2.0,29.19,129.24,トカラ列島近海
2021-04-11,3.0,19.0,2.0,29.19,129.23,トカラ列島近海
2021-04-11,2.9,18.0,2.0,29.18,129.24,トカラ列島近海
2021-04-11,3.5,21.0,3.0,29.19,129.23,トカラ列島近海
2021-04-11,4.6,20.0,4.0,29.19,129.23,トカラ列島近海
2021-04-11,3.9,18.0,2.0,29.18,129.19,トカラ列島近海
2021-04-11,3.3,15.0,2.0,29.17,129.19,トカラ列島近海
2021-04-11,4.4,22.0,3.0,29.17,129.18,トカラ列島近海
2021-04-11,3.6,17.0,2.0,29.17,129.18,トカラ列島近海
2021-04-11,3.5,14.0,2.0,29.16,129.2,トカラ列島近海
2021-04-11,2.8,19.0,2.0,29.17,129.19,トカラ列島近海
2021-04-11,3.7,25.0,3.0,29.19,129.18,トカラ列島近海
2021-04-11,3.2,21.0,2.0,29.19,129.16,トカラ列島近海
2021-04-11,3.2,18.0,2.0,29.18,129.23,トカラ列島近海
2021-04-11,3.2,18.0,2.0,29.18,129.24,トカラ列島近海
2021-04-10,2.9,23.0,2.0,29.19,129.25,トカラ列島近海
2021-04-10,3.4,20.0,2.0,29.18,129.15,トカラ列島近海
2021-04-10,3.4,19.0,3.0,29.18,129.2,トカラ列島近海
2021-04-10,3.9,23.0,3.0,29.21,129.19,トカラ列島近海
2021-04-10,3.4,17.0,2.0,29.18,129.21,トカラ列島近海
2021-04-10,3.1,14.0,2.0,29.18,129.21,トカラ列島近海
2021-04-10,4.6,20.0,3.0,29.18,129.2,トカラ列島近海
2021-04-10,3.2,20.0,2.0,29.19,129.24,トカラ列島近海
2021-04-10,3.4,20.0,2.0,29.19,129.24,トカラ列島近海
2021-04-10,3.2,16.0,2.0,29.17,129.19,トカラ列島近海
2021-04-10,3.0,12.0,2.0,29.17,129.27,トカラ列島近海
2021-04-10,3.1,15.0,2.0,29.17,129.21,トカラ列島近海
2021-04-10,3.3,19.0,2.0,29.18,129.19,トカラ列島近海
2021-04-10,3.7,18.0,2.0,29.18,129.18,トカラ列島近海
2021-04-10,3.3,18.0,2.0,29.19,129.24,トカラ列島近海
2021-04-10,3.4,23.0,2.0,29.19,129.2,トカラ列島近海
2021-04-10,5.1,21.0,4.0,29.18,129.16,トカラ列島近海
2021-04-10,4.5,19.0,3.0,29.19,129.18,トカラ列島近海
2021-04-10,3.5,13.0,2.0,29.15,129.21,トカラ列島近海
2021-04-10,3.6,19.0,2.0,29.19,129.24,トカラ列島近海
2021-04-10,3.8,17.0,2.0,29.16,129.21,トカラ列島近海
2021-04-10,3.8,16.0,3.0,29.18,129.2,トカラ列島近海
2021-04-10,3.1,16.0,2.0,29.16,129.2,トカラ列島近海
2021-04-10,3.0,23.0,2.0,29.18,129.14,トカラ列島近海
2021-04-10,3.1,19.0,2.0,29.18,129.2,トカラ列島近海
2021-04-10,3.0,19.0,2.0,29.18,129.19,トカラ列島近海
2021-04-10,3.7,18.0,3.0,29.17,129.21,トカラ列島近海
2021-04-10,3.3,20.0,2.0,29.18,129.2,トカラ列島近海
2021-04-10,2.8,18.0,2.0,29.18,129.2,トカラ列島近海
2021-04-10,3.3,18.0,2.0,29.18,129.2,トカラ列島近海
2021-04-10,3.2,19.0,2.0,29.18,129.19,トカラ列島近海
2021-04-10,5.3,22.0,4.0,29.18,129.25,トカラ列島近海
2021-04-10,3.9,19.0,3.0,29.18,129.25,トカラ列島近海
2021-04-10,3.6,23.0,2.0,29.19,129.2,トカラ列島近海
2021-04-09,3.5,19.0,2.0,29.18,129.23,トカラ列島近海
2021-04-06,2.5,2.0,2.0,36.3,137.45,長野?北部
2021-04-05,2.7,2.0,2.0,36.3,137.45,長野?北部
2021-04-05,4.3,36.0,3.0,34.4,137.41,?岡?西部
2021-04-04,3.7,45.0,3.0,27.24,128.37,沖?本島近海
2021-04-02,2.8,8.0,3.0,31.44,130.31,鹿?島?薩摩地方
2021-03-31,2.4,2.0,2.0,36.3,137.45,長野?北部
2021-03-31,3.0,2.0,2.0,36.3,137.45,長野?北部
2021-03-31,3.9,25.0,3.0,35.01,138.32,駿河?
2021-03-31,3.4,5.0,2.0,37.42,140.0,福島??津
2021-03-28,5.6,55.0,3.0,33.39,140.25,八丈島東方沖
2021-03-27,3.6,27.0,2.0,32.01,131.51,日向灘
2021-03-27,3.2,46.0,2.0,35.1,136.49,愛知?西部
2021-03-27,6.2,152.0,2.0,26.04,125.02,宮古島北西沖
2021-03-26,2.4,4.0,2.0,34.01,135.14,和歌山?北部
2021-03-21,2.3,2.0,2.0,36.3,137.45,長野?北部
2021-03-21,3.1,11.0,2.0,34.58,135.24,大阪府北部
2021-03-21,4.4,32.0,2.0,30.24,131.05,種子島近海
2021-03-20,2.5,4.0,2.0,34.01,135.14,和歌山?北部
2021-03-20,4.0,14.0,3.0,32.29,130.34,熊本?熊本地方
2021-03-16,4.9,54.0,4.0,36.09,139.49,茨城?南部
2021-03-15,2.8,6.0,2.0,31.19,130.37,鹿?島?
2021-03-15,3.1,5.0,3.0,34.01,135.15,和歌山?北部
2021-03-15,3.4,4.0,3.0,34.01,135.14,和歌山?北部
2021-03-15,4.6,4.0,5.0,34.01,135.14,和歌山?北部
2021-03-14,4.4,11.0,4.0,32.38,130.42,熊本?熊本地方
2021-03-14,3.2,12.0,2.0,35.55,137.1,岐阜?飛?地方
2021-03-11,4.3,4.0,2.0,36.13,137.39,長野?中部
2021-03-11,2.9,10.0,2.0,32.41,130.4,熊本?熊本地方
2021-03-10,3.1,4.0,2.0,31.39,130.46,鹿?島?
2021-03-07,4.0,44.0,2.0,36.14,140.57,茨城?沖
2021-03-07,3.0,10.0,2.0,32.41,130.4,熊本?熊本地方
2021-03-05,2.5,7.0,2.0,31.19,130.37,鹿?島?
2021-03-04,3.2,2.0,2.0,36.2,137.37,岐阜?飛?地方
2021-03-04,4.3,10.0,3.0,35.44,140.52,千葉?北東部
2021-03-03,3.8,9.0,2.0,35.44,140.52,千葉?北東部
2021-02-28,4.8,27.0,2.0,30.03,131.19,種子島南東沖
2021-02-28,3.7,10.0,2.0,34.58,135.24,大阪府北部
2021-02-28,3.5,9.0,2.0,35.16,133.06,島根?東部
2021-02-27,3.5,9.0,3.0,29.57,129.58,トカラ列島近海
2021-02-23,4.2,53.0,3.0,33.33,132.09,伊予灘
2021-02-23,2.9,5.0,2.0,36.28,138.02,長野?中部
2021-02-23,3.0,10.0,2.0,36.38,140.38,茨城?北部
2021-02-22,3.3,4.0,3.0,34.13,135.12,和歌山?北部
2021-02-21,3.5,14.0,2.0,34.54,132.48,?島?北部
2021-02-18,4.2,39.0,3.0,35.03,137.17,愛知?西部
2021-02-18,4.0,44.0,3.0,27.25,128.36,沖?本島近海
2021-02-16,2.4,4.0,2.0,34.12,135.12,和歌山?北部
2021-02-16,2.8,32.0,2.0,35.28,140.24,千葉?北東部
2021-02-15,2.1,4.0,2.0,34.13,135.12,和歌山?北部
2021-02-15,3.0,4.0,2.0,34.12,135.12,和歌山?北部
2021-02-15,2.2,4.0,2.0,34.13,135.12,和歌山?北部
2021-02-15,4.0,4.0,4.0,34.13,135.12,和歌山?北部
2021-02-15,3.1,4.0,2.0,34.13,135.12,和歌山?北部
2021-02-15,2.3,4.0,2.0,34.13,135.12,和歌山?北部
2021-02-13,3.6,12.0,3.0,35.44,138.31,山梨?中?西部
2021-02-11,2.8,7.0,2.0,37.02,139.23,福島??津
2021-02-08,3.8,46.0,2.0,33.47,135.12,紀伊水道
2021-02-07,5.2,112.0,2.0,24.35,122.33,?那?島近海
2021-02-06,4.3,70.0,2.0,35.48,140.05,千葉?北西部
2021-02-04,3.9,46.0,3.0,36.36,140.59,茨城?沖
2021-02-02,4.0,7.0,4.0,36.38,139.25,?木?北部
2021-02-01,4.0,7.0,3.0,34.0,134.25,?島?北部
2021-02-01,2.6,5.0,2.0,34.08,135.08,和歌山?北部
2021-02-01,4.0,14.0,2.0,32.3,130.34,熊本?熊本地方
2021-01-31,3.7,10.0,2.0,36.46,140.35,茨城?北部
2021-01-29,2.2,9.0,2.0,41.55,140.58,?浦?
2021-01-27,2.7,8.0,3.0,41.55,140.58,?浦?
2021-01-27,2.8,6.0,2.0,34.15,135.25,和歌山?北部
2021-01-27,3.4,14.0,2.0,32.35,130.39,熊本?熊本地方
2021-01-26,3.2,19.0,2.0,34.15,133.45,香川?西部
2021-01-26,4.2,64.0,3.0,36.27,140.38,茨城?沖
2021-01-25,5.4,50.0,2.0,23.26,123.37,石垣島近海
2021-01-24,3.6,27.0,2.0,24.53,125.2,宮古島近海
2021-01-24,3.9,13.0,3.0,32.35,130.39,熊本?熊本地方
2021-01-23,3.2,15.0,2.0,34.52,137.53,?岡?西部
2021-01-22,3.8,9.0,2.0,32.46,130.29,有明海
2021-01-20,2.5,5.0,2.0,34.12,135.12,和歌山?北部
2021-01-19,2.8,6.0,2.0,37.29,137.16,石川?能登地方
2021-01-18,3.5,22.0,2.0,28.15,129.58,奄美大島近海
2021-01-16,2.9,3.0,2.0,36.12,137.39,長野?中部
2021-01-16,2.7,5.0,2.0,36.41,138.08,長野?北部
2021-01-15,5.3,364.0,2.0,33.53,137.17,三重?南東沖
2021-01-15,3.5,17.0,2.0,27.34,128.5,奄美大島近海
2021-01-15,3.2,21.0,2.0,37.44,138.21,佐渡付近
2021-01-13,3.0,3.0,2.0,36.14,137.39,長野?中部
2021-01-12,6.0,235.0,2.0,43.38,139.59,北海道西方沖
2021-01-07,3.8,39.0,2.0,33.49,133.45,高知?中部
2021-01-03,5.2,32.0,2.0,25.57,128.37,沖?本島近海
2021-01-02,2.8,10.0,2.0,35.22,136.58,愛知?西部
2021-01-01,4.7,12.0,4.0,34.28,139.18,新島?神津島近海
2020-12-30,5.2,56.0,4.0,36.27,140.37,茨城?沖
2020-12-28,4.2,45.0,2.0,24.13,123.34,西表島付近
2020-12-28,3.1,5.0,2.0,36.14,137.39,長野?中部
2020-12-28,3.5,6.0,2.0,36.25,139.29,?木?南部
2020-12-25,4.4,105.0,2.0,30.49,130.3,種子島近海
2020-12-25,3.9,45.0,2.0,36.36,141.0,茨城?沖
2020-12-24,3.2,37.0,2.0,33.12,132.22,豊後水道
2020-12-24,3.0,12.0,2.0,35.06,135.41,京都府南部
2020-12-24,3.6,28.0,3.0,34.15,136.07,奈良?
2020-12-21,3.3,10.0,2.0,34.28,139.18,新島?神津島近海
2020-12-21,3.5,10.0,3.0,34.29,139.18,新島?神津島近海
2020-12-19,3.0,10.0,2.0,34.29,139.18,新島?神津島近海
2020-12-19,2.8,10.0,2.0,34.29,139.18,新島?神津島近海
2020-12-19,2.9,9.0,2.0,34.29,139.18,新島?神津島近海
2020-12-18,3.2,9.0,2.0,34.3,139.17,新島?神津島近海
2020-12-18,2.8,7.0,2.0,34.3,139.17,新島?神津島近海
2020-12-18,3.8,8.0,3.0,34.3,139.17,新島?神津島近海
2020-12-18,3.0,7.0,2.0,34.3,139.19,新島?神津島近海
2020-12-18,4.6,8.0,4.0,34.3,139.18,新島?神津島近海
2020-12-18,2.6,9.0,2.0,34.29,139.17,新島?神津島近海
2020-12-18,3.2,7.0,3.0,34.3,139.18,新島?神津島近海
2020-12-18,5.0,11.0,5.0,34.29,139.18,新島?神津島近海
2020-12-18,2.6,9.0,2.0,35.55,136.38,福井?嶺北
2020-12-18,2.8,9.0,2.0,35.55,136.38,福井?嶺北
2020-12-18,2.9,9.0,2.0,35.55,136.38,福井?嶺北
2020-12-17,4.0,63.0,2.0,25.57,126.36,沖?本島近海
2020-12-17,4.6,45.0,4.0,36.03,139.56,茨城?南部
2020-12-17,2.1,0.0,2.0,36.4,138.08,長野?北部
2020-12-17,3.3,12.0,2.0,35.02,135.48,京都府南部
2020-12-14,2.0,4.0,2.0,35.03,139.05,伊豆半島東方沖
2020-12-14,2.7,5.0,2.0,35.04,139.05,伊豆半島東方沖
2020-12-14,2.3,2.0,2.0,35.04,139.04,?岡?伊豆地方
2020-12-12,2.8,12.0,2.0,32.41,130.41,熊本?熊本地方
2020-12-12,3.2,6.0,2.0,37.42,140.0,福島??津
2020-12-11,5.2,41.0,2.0,24.16,125.14,宮古島近海
2020-12-11,3.8,11.0,3.0,32.11,130.19,鹿?島?薩摩地方
2020-12-10,6.3,86.0,2.0,24.42,121.58,台?付近
2020-12-07,3.8,63.0,2.0,36.02,140.05,茨城?南部
2020-12-06,3.7,9.0,2.0,36.47,140.34,茨城?北部
2020-12-06,3.4,15.0,2.0,35.56,137.13,岐阜?飛?地方
2020-12-03,3.0,12.0,2.0,34.05,139.23,三宅島近海
2020-12-02,3.0,22.0,2.0,26.23,127.04,沖?本島近海
2020-11-29,2.5,9.0,2.0,36.17,136.36,石川?加賀地方
2020-11-28,2.8,6.0,2.0,36.0,137.34,岐阜?飛?地方
2020-11-25,4.3,44.0,3.0,36.02,139.53,茨城?南部
2020-11-23,2.2,4.0,2.0,35.49,137.34,長野?南部
2020-11-23,3.4,40.0,2.0,33.09,132.15,豊後水道
2020-11-21,4.2,95.0,2.0,38.37,140.57,宮城?北部
2020-11-18,3.1,16.0,2.0,27.35,128.49,奄美大島近海
2020-11-15,4.5,104.0,2.0,26.42,126.38,沖?本島北西沖
2020-11-13,4.0,49.0,2.0,24.49,125.22,宮古島近海
2020-11-09,3.0,7.0,2.0,30.2,130.54,種子島近海
2020-11-06,4.2,6.0,3.0,40.01,140.35,秋田??陸北部
2020-11-06,4.1,6.0,2.0,40.01,140.35,秋田??陸北部
2020-11-03,3.3,6.0,3.0,32.38,130.42,熊本?熊本地方
2020-11-03,3.0,6.0,3.0,32.38,130.42,熊本?熊本地方
2020-11-02,2.8,20.0,2.0,26.22,127.04,沖?本島近海
2020-11-01,4.0,51.0,2.0,35.44,140.37,千葉?北東部
2020-11-01,4.2,31.0,2.0,27.19,128.5,沖?本島近海
2020-10-31,2.9,8.0,2.0,31.34,130.19,薩摩半島西方沖
2020-10-28,4.4,69.0,3.0,35.48,140.06,千葉?北西部
2020-10-26,4.0,67.0,2.0,34.1,135.35,和歌山?北部
2020-10-22,4.6,30.0,2.0,23.57,123.35,西表島付近
2020-10-20,3.3,11.0,2.0,36.16,138.01,長野?中部
2020-10-19,4.1,42.0,3.0,35.12,136.37,岐阜?美濃中西部
2020-10-17,3.7,10.0,3.0,36.58,138.37,新潟?中越地方
2020-10-16,3.8,9.0,2.0,36.46,140.34,茨城?北部
2020-10-15,3.6,9.0,2.0,29.4,129.48,トカラ列島近海
2020-10-13,3.7,10.0,3.0,37.13,140.27,福島?中通り
2020-10-12,3.0,13.0,2.0,34.5,135.37,大阪府北部
2020-10-11,3.1,10.0,2.0,29.39,129.48,トカラ列島近海
2020-10-10,4.0,48.0,2.0,36.43,141.0,茨城?沖
2020-10-08,4.1,8.0,3.0,29.39,129.48,トカラ列島近海
2020-10-07,3.4,23.0,2.0,34.53,138.18,?岡?中部
2020-10-07,3.5,10.0,3.0,32.42,130.46,熊本?熊本地方
2020-10-07,3.0,10.0,2.0,32.19,130.27,熊本?天草?芦北地方
2020-10-05,4.5,87.0,3.0,36.2,140.39,茨城?沖
2020-10-04,3.3,7.0,2.0,36.37,140.38,茨城?北部
2020-10-03,5.1,32.0,2.0,29.5,130.44,種子島近海
2020-10-01,2.5,6.0,2.0,34.04,136.11,三重?南部
2020-09-28,2.4,8.0,2.0,30.31,130.54,種子島近海
2020-09-27,4.7,28.0,3.0,24.36,125.12,宮古島近海
2020-09-27,5.1,45.0,4.0,35.04,137.47,?岡?西部
2020-09-26,3.9,39.0,2.0,32.41,132.07,日向灘
2020-09-20,4.4,75.0,2.0,34.59,140.15,千葉?南東沖
2020-09-20,4.4,8.0,3.0,36.46,140.34,茨城?北部
2020-09-19,3.1,10.0,2.0,36.41,140.35,茨城?北部
2020-09-17,4.3,55.0,3.0,36.27,140.36,茨城?北部
2020-09-15,4.4,12.0,2.0,35.48,140.53,千葉?東方沖
2020-09-15,3.5,8.0,2.0,29.39,129.47,トカラ列島近海
2020-09-15,3.6,8.0,3.0,29.39,129.47,トカラ列島近海
2020-09-15,3.2,9.0,2.0,29.39,129.46,トカラ列島近海
2020-09-14,3.5,53.0,2.0,36.26,140.39,茨城?沖
2020-09-12,4.0,54.0,3.0,36.31,140.41,茨城?沖
2020-09-11,3.9,37.0,2.0,35.51,140.31,千葉?北東部
2020-09-11,3.2,12.0,2.0,41.43,140.16,檜山地方
2020-09-10,4.1,19.0,3.0,36.28,140.39,茨城?沖
2020-09-08,4.7,61.0,2.0,27.03,127.54,沖?本島近海
2020-09-08,2.5,4.0,2.0,34.01,135.14,和歌山?北部
2020-09-07,3.3,5.0,2.0,36.07,136.11,福井?嶺北
2020-09-07,3.3,6.0,3.0,36.07,136.11,福井?嶺北
2020-09-04,2.8,1.0,2.0,29.33,129.44,トカラ列島近海
2020-09-04,3.7,7.0,3.0,36.06,136.11,福井?嶺北
2020-09-04,5.0,7.0,5.0,36.06,136.11,福井?嶺北
2020-09-02,4.6,9.0,3.0,36.27,136.47,石川?加賀地方
2020-08-31,4.1,31.0,2.0,27.19,128.51,沖?本島近海
2020-08-30,4.4,57.0,3.0,36.11,139.48,茨城?南部
