OT,MT,DEP,SC,LAT,LON,SPOT
2022-12-04,1.6,11.0,1,36.47,129.63,경북 영덕군 동북동쪽 24km 해역
2022-12-04,1.9,19.0,1,35.47,126.55,전북 고창군 서북서쪽 14km 지역
2022-12-03,0.9,5.0,1,38.53,128.37,강원 고성군 북북서쪽 19km 지역
2022-12-03,2.9,21.0,1,35.77,129.8,울산 북구 동북동쪽 45km 해역
2022-12-02,1.8,9.0,3,38.53,128.39,강원 고성군 북북서쪽 18km 지역
2022-12-02,1.8,12.0,2,35.79,129.18,경북 경주시 남남서쪽 8km 지역
2022-12-02,1.6,14.0,1,35.95,126.24,전북 군산시 어청도 남동쪽 30km 해역
2022-12-01,1.8,7.0,1,38.59,126.49,북한 황해북도 신계 북북서쪽 11km 지역
2022-12-01,3.2,14.0,3,36.17,128.27,경북 김천시 동북동쪽 14km 지역
2022-12-01,1.4,12.0,2,37.19,126.78,경기 화성시 서남서쪽 5km 지역
2022-11-30,1.4,6.0,1,36.89,128.38,충북 단양군 남쪽 11km 지역
2022-11-29,1.7,9.0,1,38.61,127.51,북한 강원 회양 남서쪽 13km 지역
2022-11-29,1.7,10.0,1,36.27,126.71,충남 부여군 서쪽 18km 지역
2022-11-27,0.8,6.0,1,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
2022-11-27,1.2,12.0,1,35.75,126.78,전북 부안군 동북동쪽 5km 지역
2022-11-27,1.0,5.0,1,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2022-11-26,1.3,14.0,1,35.86,127.42,전북 진안군 북쪽 8km 지역
2022-11-25,1.2,14.0,1,35.7,128.57,경북 청도군 서북서쪽 16km 지역
2022-11-25,1.2,13.0,1,35.86,127.43,전북 진안군 북쪽 8km 지역
2022-11-25,1.1,9.0,1,35.78,128.32,경북 고령군 북동쪽 8km 지역
2022-11-24,1.3,13.0,1,35.75,129.17,경북 경주시 남남서쪽 13km 지역
2022-11-22,1.2,6.0,1,35.93,129.11,경북 영천시 동남동쪽 16km 지역
2022-11-21,1.1,12.0,1,35.96,128.38,경북 칠곡군 남남서쪽 4km 지역
2022-11-21,1.7,8.0,1,35.29,125.53,전남 신안군 흑산도 북쪽 70km 해역
2022-11-20,2.0,11.0,1,41.29,129.22,북한 함경북도 길주 북북서쪽 38km 지역
2022-11-20,1.8,19.0,1,33.96,125.22,전남 신안군 흑산도 남남서쪽 81km 해역
2022-11-20,1.5,6.0,1,35.85,127.41,전북 진안군 북북서쪽 7km 지역
2022-11-20,1.7,20.0,1,33.98,125.21,전남 신안군 흑산도 남남서쪽 79km 해역
2022-11-20,3.3,20.0,2,33.96,125.22,전남 신안군 흑산도 남남서쪽 81km 해역
2022-11-18,1.2,17.0,1,35.89,128.52,대구 달성군 북북동쪽 15km 지역
2022-11-18,2.2,6.0,1,35.52,124.35,전남 신안군 흑산도 북서쪽 136km 해역
2022-11-17,0.9,10.0,2,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-11-17,1.0,12.0,1,36.32,127.39,대전 중구 서남서쪽 3km 지역
2022-11-16,1.1,10.0,1,36.29,127.77,충북 옥천군 동쪽 18km 지역
2022-11-13,1.7,11.0,2,36.87,127.88,충북 괴산군 북동쪽 10km 지역
2022-11-13,2.1,17.0,1,35.07,125.07,전남 신안군 흑산도 북서쪽 55km 해역
2022-11-13,1.6,14.0,1,35.78,128.42,대구 달성군 서북서쪽 1km 지역
2022-11-13,1.9,9.0,3,36.97,126.39,충남 서산시 북북서쪽 21km 지역
2022-11-11,1.4,16.0,2,34.7,126.61,전남 영암군 남서쪽 14km 지역
2022-11-10,0.8,20.0,1,35.87,129.66,경북 포항시 남구 동남동쪽 31km 해역
2022-11-10,1.1,19.0,1,36.48,127.96,경북 상주시 서북서쪽 19km 지역
2022-11-10,1.9,13.0,1,35.96,126.49,전북 군산시 서쪽 22km 해역
2022-11-09,1.2,8.0,2,35.79,127.81,경남 거창군 북서쪽 15km 지역
2022-11-09,0.7,5.0,1,34.83,127.15,전남 보성군 북동쪽 9km 지역
2022-11-08,1.4,18.0,1,34.24,124.62,전남 신안군 흑산도 서남서쪽 87km 해역
2022-11-08,1.5,12.0,2,37.02,129.46,경북 울진군 동북동쪽 6km 해역
2022-11-08,1.2,21.0,1,33.42,127.22,제주 서귀포시 동북동쪽 64km 해역
2022-11-08,2.1,8.0,1,33.3,127.78,전남 여수시 거문도 남남동쪽 92km 해역
2022-11-07,0.7,12.0,2,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-11-07,1.4,13.0,2,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-11-07,0.9,13.0,1,36.34,128.5,경북 의성군 서쪽 18km 지역
2022-11-06,1.8,12.0,3,36.97,126.39,충남 서산시 북북서쪽 21km 지역
2022-11-06,1.4,16.0,1,35.77,129.19,경북 경주시 남남서쪽 10km 지역
2022-11-06,1.2,11.0,1,35.88,128.6,대구 북구 동남동쪽 2km 지역
2022-11-05,2.5,11.0,3,36.97,126.38,충남 서산시 북북서쪽 22km 해역
2022-11-05,1.3,12.0,1,35.77,129.2,경북 경주시 남남서쪽 10km 지역
2022-11-05,1.4,7.0,1,36.13,127.35,충남 금산군 서쪽 13km 지역
2022-11-04,1.2,19.0,1,36.56,128.1,경북 상주시 북북서쪽 17km 지역
2022-11-04,1.0,11.0,1,36.87,127.89,충북 괴산군 동북동쪽 11km 지역
2022-11-03,2.1,10.0,1,35.47,124.9,전남 신안군 흑산도 북북서쪽 101km 해역
2022-11-03,1.0,10.0,1,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
2022-11-02,1.6,15.0,1,36.39,127.27,충남 공주시 동남동쪽 15km 지역
2022-11-02,1.2,8.0,1,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2022-11-02,1.0,12.0,1,35.76,129.19,경북 경주시 남남서쪽 11km 지역
2022-11-02,1.0,10.0,1,35.47,128.83,경남 밀양시 동남동쪽 8km 지역
2022-11-02,0.9,12.0,1,36.88,127.89,충북 괴산군 북동쪽 12km 지역
2022-11-01,1.5,26.0,1,37.86,129.52,강원 동해시 북동쪽 52km 해역
2022-11-01,1.9,23.0,1,33.01,126.34,제주 서귀포시 남서쪽 34km 해역
2022-11-01,0.8,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-11-01,2.9,14.0,5,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-31,1.3,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-31,0.9,11.0,1,36.87,127.88,충북 괴산군 북동쪽 10km 지역
2022-10-31,1.2,13.0,1,36.88,127.87,충북 괴산군 북동쪽 10km 지역
2022-10-31,1.2,11.0,1,36.87,127.89,충북 괴산군 동북동쪽 11km 지역
2022-10-30,1.2,13.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.1,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.3,13.0,2,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.1,11.0,1,36.87,127.88,충북 괴산군 북동쪽 10km 지역
2022-10-29,1.2,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,0.9,11.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.2,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,0.9,11.0,2,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,0.9,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.1,10.0,1,36.88,127.89,충북 괴산군 북동쪽 12km 지역
2022-10-29,1.1,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,0.9,12.0,1,36.88,127.89,충북 괴산군 북동쪽 12km 지역
2022-10-29,1.2,12.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.0,11.0,1,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,2.9,11.0,4,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,2.2,13.0,4,36.88,127.87,충북 괴산군 북동쪽 10km 지역
2022-10-29,4.1,12.0,5,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,3.5,13.0,5,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.3,13.0,2,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29,1.6,13.0,2,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-28,1.2,14.0,1,36.63,127.68,충북 청주시 상당구 동쪽 17km 지역
2022-10-28,1.9,21.0,1,33.35,125.02,제주 서귀포시 이어도 북쪽 137km 해역
2022-10-28,1.7,18.0,1,35.86,129.65,경북 포항시 남구 동남동쪽 31km 해역
2022-10-28,1.8,18.0,1,35.06,125.07,전남 신안군 흑산도 북서쪽 54km 해역
2022-10-28,1.4,17.0,1,35.86,129.67,경북 포항시 남구 동남동쪽 32km 해역
2022-10-25,1.3,13.0,1,35.77,129.18,경북 경주시 남남서쪽 10km 지역
2022-10-25,1.4,15.0,1,36.52,128.01,경북 상주시 북서쪽 18km 지역
2022-10-23,1.8,13.0,1,36.47,130.12,경북 영덕군 동쪽 68km 해역
2022-10-22,1.1,10.0,1,37.09,129.31,경북 울진군 북서쪽 13km 지역
2022-10-22,1.9,13.0,1,34.93,125.66,전남 신안군 흑산도 북동쪽 36km 해역
2022-10-22,1.2,21.0,2,35.19,127.52,전남 구례군 동남동쪽 5km 지역
2022-10-22,1.0,7.0,1,37.9,126.95,경기 양주시 북북서쪽 15km 지역
2022-10-21,1.4,17.0,2,36.49,127.31,세종시 남쪽 12km 지역
2022-10-21,1.4,8.0,1,36.89,129.46,경북 울진군 남남동쪽 13km 해역
2022-10-21,1.1,12.0,1,35.79,129.36,경북 경주시 동남동쪽 14km 지역
2022-10-20,1.0,5.0,1,36.14,126.9,전북 익산시 북북서쪽 22km 지역
2022-10-20,1.3,13.0,1,35.76,129.17,경북 경주시 남남서쪽 12km 지역
2022-10-20,1.6,15.0,2,35.76,129.17,경북 경주시 남남서쪽 12km 지역
2022-10-19,1.1,6.0,1,36.96,129.14,경북 울진군 서쪽 23km 지역
2022-10-19,1.7,18.0,1,36.85,130.09,경북 울진군 동남동쪽 63km 해역
2022-10-15,1.0,14.0,1,35.31,126.92,전남 담양군 서남서쪽 6km 지역
2022-10-15,1.4,7.0,1,35.76,129.3,경북 경주시 남남동쪽 13km 지역
2022-10-14,1.8,12.0,1,37.97,125.76,북한 황해남도 해주 남남동쪽 9km 해역
2022-10-14,1.3,13.0,1,36.03,128.45,경북 칠곡군 북동쪽 6km 지역
2022-10-13,1.1,10.0,1,36.18,127.14,충남 논산시 동남동쪽 4km 지역
2022-10-13,1.7,8.0,1,35.1,125.05,전남 신안군 흑산도 북서쪽 59km 해역
2022-10-13,1.4,13.0,1,37.1,129.33,경북 울진군 북북서쪽 13km 지역
2022-10-12,0.9,16.0,1,36.66,128.15,경북 문경시 북북서쪽 9km 지역
2022-10-11,1.7,18.0,1,34.2,127.56,전남 여수시 거문도 북동쪽 30km 해역
2022-10-10,1.7,18.0,1,36.53,129.67,경북 영덕군 동북동쪽 30km 해역
2022-10-09,1.5,13.0,1,36.03,128.58,경북 칠곡군 동북동쪽 17km 지역
2022-10-09,1.3,11.0,1,36.41,127.7,충북 옥천군 북동쪽 16km 지역
2022-10-08,2.4,14.0,1,41.29,129.21,북한 함경북도 길주 북북서쪽 39km 지역
2022-10-08,2.5,23.0,1,41.3,129.13,북한 함경북도 길주 북북서쪽 42km 지역
2022-10-07,1.4,23.0,1,34.1,127.19,전남 여수시 거문도 북서쪽 14km 해역
2022-10-07,1.4,10.0,1,36.3,126.69,충남 보령시 동남동쪽 8km 지역
2022-10-06,1.4,15.0,1,35.54,128.54,경남 창녕군 동쪽 4km 지역
2022-10-06,1.8,11.0,1,34.24,125.03,전남 신안군 흑산도 남서쪽 60km 해역
2022-10-06,1.4,10.0,1,35.54,128.94,경남 밀양시 동북동쪽 18km 지역
2022-10-05,1.8,17.0,1,36.54,129.6,경북 영덕군 동북동쪽 25km 해역
2022-10-04,1.4,5.0,1,38.13,127.11,경기 연천군 북동쪽 5km 지역
2022-10-02,1.6,13.0,1,36.0,126.01,전북 군산시 어청도 남남동쪽 14km 해역
2022-10-02,1.1,10.0,1,35.19,127.94,경남 진주시 서쪽 15km 지역
2022-10-02,1.0,10.0,1,36.08,126.58,충남 서천군 서쪽 10km 해역
2022-10-01,2.7,14.0,3,36.94,127.13,충남 천안시 서북구 북북서쪽 7km 지역
2022-09-30,1.8,12.0,1,33.3,127.78,전남 여수시 거문도 남남동쪽 92km 해역
2022-09-30,0.8,16.0,1,36.33,128.74,경북 의성군 동남동쪽 5km 지역
2022-09-28,1.2,18.0,1,36.58,129.6,경북 영덕군 북동쪽 28km 해역
2022-09-27,1.1,12.0,2,36.14,127.6,충북 영동군 서남서쪽 17km 지역
2022-09-27,1.2,11.0,1,37.97,125.78,북한 황해남도 해주 남동쪽 10km 해역
2022-09-27,0.9,13.0,1,35.96,127.97,경북 김천시 남남서쪽 24km 지역
2022-09-24,1.0,14.0,1,35.76,129.19,경북 경주시 남남서쪽 11km 지역
2022-09-24,1.3,14.0,1,35.77,129.2,경북 경주시 남남서쪽 10km 지역
2022-09-24,1.8,9.0,2,36.66,128.54,경북 예천군 동쪽 9km 지역
2022-09-22,1.1,10.0,1,36.05,127.48,충남 금산군 남쪽 7km 지역
2022-09-22,2.9,10.0,1,40.57,126.71,북한 자강도 용림 북북동쪽 7km 지역
2022-09-21,1.4,12.0,1,36.21,129.01,경북 청송군 남쪽 26km 지역
2022-09-19,1.7,12.0,1,35.77,129.19,경북 경주시 남남서쪽 10km 지역
2022-09-19,1.9,21.0,1,35.43,125.87,전남 영광군 서북서쪽 61km 해역
2022-09-17,1.5,15.0,1,36.65,127.75,충북 괴산군 남쪽 19km 지역
2022-09-17,1.7,13.0,1,34.14,125.03,전남 신안군 흑산도 남남서쪽 69km 해역
2022-09-16,1.5,10.0,1,36.45,126.45,충남 보령시 북서쪽 20km 해역
2022-09-15,1.5,10.0,1,35.76,129.38,경북 경주시 남동쪽 18km 지역
2022-09-14,1.4,16.0,1,35.92,128.53,대구 북구 북서쪽 6km 지역
2022-09-14,1.6,9.0,2,37.32,126.23,인천 중구 서남서쪽 39km 해역
2022-09-12,1.7,20.0,1,35.86,129.69,경북 포항시 남구 동남동쪽 34km 해역
2022-09-12,1.1,15.0,1,35.76,129.18,경북 경주시 남남서쪽 11km 지역
2022-09-12,0.7,5.0,1,36.6,127.96,경북 문경시 서쪽 20km 지역
2022-09-12,1.2,15.0,1,35.76,129.19,경북 경주시 남남서쪽 11km 지역
2022-09-12,1.2,17.0,1,36.46,129.63,경북 영덕군 동북동쪽 24km 해역
2022-09-12,1.6,17.0,1,36.46,129.62,경북 영덕군 동북동쪽 23km 해역
2022-09-11,1.3,13.0,1,36.45,129.61,경북 영덕군 동쪽 22km 해역
2022-09-11,1.2,13.0,1,36.45,129.61,경북 영덕군 동쪽 22km 해역
2022-09-11,0.8,18.0,1,36.52,127.94,경북 상주시 서북서쪽 23km 지역
2022-09-11,1.2,9.0,1,34.84,127.23,전남 보성군 동북동쪽 16km 지역
2022-09-11,1.3,14.0,1,36.46,129.62,경북 영덕군 동북동쪽 23km 해역
2022-09-11,1.3,14.0,1,36.46,129.6,경북 영덕군 동북동쪽 22km 해역
2022-09-11,1.2,14.0,1,36.46,129.64,경북 영덕군 동북동쪽 25km 해역
2022-09-11,1.1,13.0,1,36.46,129.6,경북 영덕군 동북동쪽 22km 해역
2022-09-11,1.0,15.0,1,36.47,129.59,경북 영덕군 동북동쪽 21km 해역
2022-09-11,2.4,13.0,1,36.46,129.63,경북 영덕군 동북동쪽 24km 해역
2022-09-11,1.7,13.0,2,36.17,129.29,경북 포항시 북구 북북서쪽 16km 지역
2022-09-11,1.0,12.0,1,37.1,129.33,경북 울진군 북북서쪽 13km 지역
2022-09-10,1.6,19.0,1,35.94,129.66,경북 포항시 남구 동남동쪽 28km 해역
2022-09-10,1.5,14.0,1,36.44,128.53,경북 의성군 서북서쪽 18km 지역
2022-09-10,3.4,7.0,2,38.95,127.29,북한 강원 원산 남남서쪽 26km 지역
2022-09-09,1.6,21.0,1,33.35,127.27,제주 서귀포시 동쪽 67km 해역
2022-09-08,1.2,14.0,1,36.73,128.36,경북 예천군 북서쪽 12km 지역
2022-09-06,1.7,13.0,1,36.73,128.36,경북 예천군 북서쪽 12km 지역
2022-09-06,1.9,14.0,2,36.73,128.36,경북 예천군 북서쪽 12km 지역
2022-09-05,1.9,6.0,2,34.74,126.44,전남 영암군 서남서쪽 24km 지역
2022-09-05,1.6,12.0,1,34.49,128.23,경남 통영시 남남서쪽 45km 해역
2022-09-04,1.9,16.0,1,34.47,125.7,전남 신안군 흑산도 남동쪽 34km 해역
2022-09-03,1.4,7.0,1,36.06,127.48,충남 금산군 남쪽 5km 지역
2022-09-03,1.9,19.0,1,35.65,129.74,울산 동구 동북동쪽 33km 해역
2022-09-03,2.0,18.0,1,36.39,129.89,경북 영덕군 동쪽 47km 해역
2022-09-02,1.6,12.0,1,36.35,127.2,충남 공주시 남동쪽 13km 지역
2022-09-01,1.3,11.0,1,36.19,127.19,충남 논산시 동쪽 8km 지역
2022-09-01,1.3,10.0,1,36.19,127.19,충남 논산시 동쪽 8km 지역
2022-09-01,1.1,16.0,1,36.05,129.25,경북 경주시 북쪽 22km 지역
2022-08-30,0.9,11.0,1,38.46,128.51,강원 고성군 북북동쪽 10km 해역
2022-08-29,1.5,15.0,1,36.45,129.62,경북 영덕군 동쪽 23km 해역
2022-08-29,1.3,12.0,1,36.32,128.57,경북 의성군 서남서쪽 12km 지역
2022-08-29,1.9,26.0,1,33.03,125.96,제주 서귀포시 서남서쪽 61km 해역
2022-08-28,1.4,9.0,2,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2022-08-28,1.5,11.0,1,35.82,129.39,경북 경주시 동남동쪽 15km 지역
2022-08-28,2.4,12.0,1,37.17,125.42,인천 옹진군 연평도 남남서쪽 60km 해역
2022-08-27,1.4,21.0,1,35.86,129.67,경북 포항시 남구 동남동쪽 32km 해역
2022-08-26,1.1,13.0,1,36.22,129.47,경북 포항시 북구 북북동쪽 22km 해역
2022-08-26,1.4,9.0,1,36.35,126.3,충남 보령시 서쪽 28km 해역
2022-08-26,0.8,7.0,1,38.13,127.1,경기 연천군 북북동쪽 4km 지역
2022-08-25,1.3,11.0,1,36.66,126.79,충남 예산군 서남서쪽 5km 지역
2022-08-25,1.6,16.0,1,36.47,129.63,경북 영덕군 동북동쪽 24km 해역
2022-08-24,2.1,20.0,1,36.47,129.62,경북 영덕군 동북동쪽 24km 해역
2022-08-24,1.6,17.0,1,36.47,129.63,경북 영덕군 동북동쪽 24km 해역
2022-08-24,1.6,16.0,1,36.47,129.62,경북 영덕군 동북동쪽 24km 해역
2022-08-24,1.5,14.0,1,35.12,127.4,전남 순천시 북북서쪽 20km 지역
2022-08-24,1.2,8.0,1,36.94,128.98,경북 봉화군 동북동쪽 23km 지역
2022-08-22,1.3,11.0,1,35.25,126.47,전남 영광군 남서쪽 5km 지역
2022-08-22,1.6,14.0,1,35.07,125.08,전남 신안군 흑산도 북서쪽 54km 해역
2022-08-20,1.3,7.0,1,37.5,127.08,서울 강남구 남동쪽 3km 지역
2022-08-19,0.9,7.0,1,35.0,126.98,전남 화순군 남쪽 7km 지역
2022-08-19,0.9,9.0,1,35.52,126.45,전북 고창군 서북서쪽 25km 해역
2022-08-18,1.0,8.0,1,37.98,126.42,북한 개성 서쪽 13km 지역
2022-08-18,1.4,8.0,1,33.56,126.32,제주 제주시 서북서쪽 21km 해역
2022-08-18,1.5,14.0,2,35.3,128.7,경남 김해시 서북서쪽 19km 지역
2022-08-17,1.2,6.0,1,37.31,127.67,경기 여주시 동북동쪽 3km 지역
2022-08-17,1.5,13.0,1,36.04,126.64,충남 서천군 남서쪽 6km 해역
2022-08-17,1.6,13.0,1,36.48,129.63,경북 영덕군 동북동쪽 25km 해역
2022-08-16,1.4,13.0,1,36.46,129.6,경북 영덕군 동북동쪽 22km 해역
2022-08-16,1.3,16.0,1,36.46,129.63,경북 영덕군 동북동쪽 24km 해역
2022-08-15,1.7,14.0,1,36.05,126.63,충남 서천군 서남서쪽 6km 해역
2022-08-15,1.6,15.0,1,36.46,129.62,경북 영덕군 동북동쪽 23km 해역
2022-08-15,1.4,15.0,1,36.13,128.26,경북 김천시 동쪽 13km 지역
2022-08-15,1.5,15.0,1,36.46,129.62,경북 영덕군 동북동쪽 23km 해역
2022-08-15,1.1,7.0,2,36.02,127.91,경북 김천시 남서쪽 23km 지역
2022-08-14,1.3,9.0,2,36.8,126.24,충남 태안군 북서쪽 8km 지역
2022-08-14,0.9,12.0,1,38.32,128.67,강원 속초시 북북동쪽 14km 해역
2022-08-13,1.6,9.0,2,36.8,126.24,충남 태안군 북서쪽 8km 지역
2022-08-13,1.3,13.0,2,36.67,127.99,경북 문경시 서북서쪽 20km 지역
2022-08-13,1.2,13.0,1,36.05,126.62,충남 서천군 서남서쪽 7km 해역
2022-08-12,2.7,6.0,1,37.41,124.53,인천 옹진군 백령도 남남서쪽 62km 해역
2022-08-12,1.6,15.0,1,35.08,125.06,전남 신안군 흑산도 북서쪽 56km 해역
2022-08-11,1.8,13.0,1,33.86,127.89,전남 여수시 거문도 동남동쪽 56km 해역
2022-08-10,1.6,18.0,1,36.37,127.57,충북 옥천군 북쪽 7km 지역
2022-08-10,1.7,19.0,1,35.45,126.4,전남 영광군 북북서쪽 22km 해역
2022-08-09,1.9,11.0,2,36.81,126.24,충남 태안군 북서쪽 9km 지역
2022-08-08,1.3,10.0,1,38.48,128.66,강원 고성군 동북동쪽 20km 해역
2022-08-08,1.2,9.0,1,36.45,126.9,충남 청양군 동쪽 9km 지역
2022-08-08,1.1,11.0,1,36.36,127.19,충남 공주시 남남동쪽 12km 지역
2022-08-08,0.9,6.0,1,36.02,127.83,전북 무주군 동쪽 15km 지역
2022-08-07,1.9,10.0,1,37.68,124.87,북한 황해남도 옹진 서남서쪽 51km 해역
2022-08-06,1.4,14.0,1,37.91,124.76,인천 옹진군 백령도 동남동쪽 9km 해역
2022-08-06,1.4,20.0,1,37.7,129.3,강원 동해시 북동쪽 25km 해역
2022-08-05,1.4,6.0,2,36.79,126.26,충남 태안군 북서쪽 6km 지역
2022-08-05,1.6,12.0,1,35.09,125.08,전남 신안군 흑산도 북북서쪽 56km 해역
2022-08-05,1.0,21.0,1,34.73,126.9,전남 장흥군 북쪽 5km 지역
2022-08-04,1.4,8.0,1,36.79,126.27,충남 태안군 북북서쪽 6km 지역
2022-08-03,3.1,8.0,1,33.14,127.67,전남 여수시 거문도 남남동쪽 104km 해역
2022-08-03,1.1,7.0,1,36.6,127.77,충북 보은군 북북동쪽 13km 지역
2022-08-01,1.3,11.0,1,34.93,127.43,전남 순천시 서남서쪽 6km 지역
2022-08-01,1.4,5.0,1,37.29,129.3,강원 삼척시 남동쪽 21km 지역
2022-08-01,1.9,17.0,2,35.96,127.81,전북 무주군 동남동쪽 14km 지역
2022-08-01,1.4,11.0,1,34.92,127.43,전남 순천시 서남서쪽 6km 지역
2022-07-31,1.8,9.0,2,36.8,126.25,충남 태안군 북서쪽 7km 지역
2022-07-31,1.9,10.0,3,36.8,126.24,충남 태안군 북서쪽 8km 지역
2022-07-30,1.5,19.0,1,35.87,129.68,경북 포항시 남구 동남동쪽 33km 해역
2022-07-30,1.4,5.0,1,34.28,127.44,전남 여수시 거문도 북북동쪽 30km 해역
2022-07-29,1.2,15.0,1,37.59,129.16,강원 동해시 북북동쪽 8km 해역
2022-07-29,1.1,10.0,1,35.77,129.18,경북 경주시 남남서쪽 10km 지역
2022-07-29,1.4,10.0,1,36.8,126.24,충남 태안군 북서쪽 8km 지역
2022-07-29,2.6,13.0,4,35.39,128.24,경남 의령군 북북서쪽 8km 지역
2022-07-28,1.1,15.0,2,36.78,128.0,충북 괴산군 동남동쪽 19km 지역
2022-07-28,0.9,8.0,1,38.13,127.09,경기 연천군 북북동쪽 4km 지역
2022-07-28,1.1,20.0,1,35.89,129.7,경북 포항시 남구 동남동쪽 33km 해역
2022-07-28,1.3,14.0,1,36.33,128.36,경북 구미시 북쪽 23km 지역
2022-07-28,1.6,18.0,1,36.44,129.93,경북 영덕군 동쪽 51km 해역
2022-07-28,1.6,23.0,1,36.0,130.37,경북 포항시 북구 동쪽 90km 해역
2022-07-28,1.1,11.0,1,37.25,127.23,경기 용인시 처인구 북동쪽 3km 지역
2022-07-27,1.4,16.0,1,37.33,129.49,강원 삼척시 동남동쪽 32km 해역
2022-07-27,1.1,8.0,1,36.8,126.25,충남 태안군 북서쪽 7km 지역
2022-07-26,1.0,9.0,1,36.8,126.24,충남 태안군 북서쪽 8km 지역
2022-07-26,1.3,10.0,2,36.8,126.24,충남 태안군 북서쪽 8km 지역
2022-07-26,0.9,6.0,1,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
2022-07-25,1.0,12.0,1,35.76,129.19,경북 경주시 남남서쪽 11km 지역
2022-07-24,1.4,17.0,1,36.57,129.54,경북 영덕군 북동쪽 23km 해역
2022-07-24,1.3,18.0,1,36.56,129.52,경북 영덕군 북동쪽 21km 해역
2022-07-24,1.7,8.0,2,36.22,127.84,충북 영동군 북동쪽 7km 지역
2022-07-22,1.6,12.0,1,37.41,125.12,인천 옹진군 연평도 서남서쪽 58km 해역
2022-07-22,1.7,10.0,2,36.8,126.24,충남 태안군 북서쪽 8km 지역
2022-07-22,1.9,12.0,1,35.49,125.34,전북 군산시 어청도 남서쪽 90km 해역
2022-07-21,2.3,10.0,3,36.8,126.25,충남 태안군 북서쪽 7km 지역
2022-07-21,2.3,13.0,3,35.79,129.2,경북 경주시 남남서쪽 8km 지역
2022-07-20,2.0,17.0,2,36.29,126.87,충남 부여군 서북서쪽 4km 지역
2022-07-20,1.5,11.0,1,34.35,125.47,전남 신안군 흑산도 남쪽 36km 해역
2022-07-19,1.5,13.0,1,35.82,128.38,경북 고령군 북동쪽 15km 지역
2022-07-18,1.5,16.0,2,35.35,127.95,경남 산청군 남동쪽 10km 지역
2022-07-18,1.7,9.0,2,36.8,126.25,충남 태안군 북서쪽 7km 지역
2022-07-17,1.2,7.0,1,36.11,127.9,충북 영동군 남동쪽 13km 지역
2022-07-17,1.5,21.0,1,35.87,126.04,전북 군산시 어청도 남남동쪽 28km 해역
2022-07-17,1.7,21.0,1,36.44,129.93,경북 영덕군 동쪽 51km 해역
2022-07-17,1.4,18.0,1,36.43,129.92,경북 영덕군 동쪽 50km 해역
2022-07-16,2.1,14.0,1,33.64,128.11,전남 여수시 거문도 동남동쪽 85km 해역
2022-07-16,1.2,13.0,1,36.75,128.82,경북 안동시 북북동쪽 22km 지역
2022-07-15,1.2,9.0,1,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
2022-07-13,1.6,15.0,2,35.66,128.8,경북 청도군 동북동쪽 6km 지역
2022-07-12,2.6,6.0,1,33.13,127.66,제주 서귀포시 동쪽 103km 해역
2022-07-12,2.7,7.0,1,33.11,127.66,제주 서귀포시 동쪽 104km 해역
2022-07-12,2.3,6.0,1,33.12,127.64,제주 서귀포시 동쪽 102km 해역
2022-07-12,2.2,10.0,1,33.14,127.66,제주 서귀포시 동쪽 103km 해역
2022-07-12,2.1,10.0,1,33.14,127.65,제주 서귀포시 동쪽 102km 해역
2022-07-11,1.1,7.0,2,37.0,126.48,충남 당진시 북서쪽 19km 지역
2022-07-11,1.0,16.0,1,36.54,129.55,경북 영덕군 북동쪽 22km 해역
